"term","estimate","std_error","statistic","p_value","model","odds_ratio","ci_low","ci_high"
"velocity_f5","-0.0635136412337796","0.0148763583594591","-4.26943474330832","1.95968972445473e-05","answer_rt_lmm","NA","-0.0926713036183194","-0.0343559788492399"
"size_pair0.8_0.9","0.0363986642449824","0.0136523108269473","2.66611745852854","0.00767328784186907","answer_rt_lmm","NA","0.00964013502416571","0.0631571934657992"
"size_pair0.8_1.0","0.0374788943042759","0.0129733167147647","2.88892155555116","0.00386565494971353","answer_rt_lmm","NA","0.0120511935433371","0.0629065950652147"
"size_pair0.9_0.8","-0.0166752688094307","0.013837053159977","-1.2051170590038","0.228158115153974","answer_rt_lmm","NA","-0.0437958930029856","0.0104453553841241"
"size_pair0.9_0.9","0.0138444543678835","0.0124906586625307","1.10838465303787","0.267695729977066","answer_rt_lmm","NA","-0.0106372366106767","0.0383261453464438"
"size_pair0.9_1.0","-0.00588172629111887","0.0127119180574282","-0.462693848760446","0.64358382803639","answer_rt_lmm","NA","-0.0307970856836781","0.0190336331014404"
"size_pair1.0_0.8","0.0397728246000517","0.0133721841172105","2.97429531716233","0.0029366230010507","answer_rt_lmm","NA","0.0135633437303191","0.0659823054697844"
"size_pair1.0_0.9","0.0209263539756681","0.0136572401449981","1.53225349730211","0.125459891672612","answer_rt_lmm","NA","-0.00584183670852809","0.0476945446598643"
"size_pair1.0_1.0","-0.0203248421570591","0.0124153314783871","-1.63707607746447","0.101614574417464","answer_rt_lmm","NA","-0.0446588918546977","0.00400920754057956"
"target_f1","0.031269901539885","0.00536689891024013","5.82643758767685","5.66230289194193e-09","answer_rt_lmm","NA","0.0207507796758143","0.0417890234039556"
"trial_c","-0.0454571610986251","0.00331730965105534","-13.7030201820815","9.73876053569123e-43","answer_rt_lmm","NA","-0.0519590880146936","-0.0389552341825567"
"trial_c2","-0.00208892493207189","0.00557167729406713","-0.374918506909262","0.707721074822383","answer_rt_lmm","NA","-0.0130094124284435","0.00883156256429969"
"conditionzero_gravity:velocity_f3","0.0504428335931506","0.0171177674561975","2.94681147656833","0.00321068882226468","answer_rt_lmm","NA","0.0168920093790036","0.0839936578072976"
"conditionzero_gravity:velocity_f3.5","0.0224360060845373","0.0187222622686183","1.19835977953069","0.230776983361245","answer_rt_lmm","NA","-0.0142596279619546","0.0591316401310291"
"conditionzero_gravity:velocity_f4","0.0186184944707527","0.0165454735770057","1.12529232748152","0.260465179909887","answer_rt_lmm","NA","-0.0138106337401784","0.0510476226816839"
"conditionzero_gravity:velocity_f4.5","0.0984280955478813","0.0181734093527461","5.41605010030813","6.09300348363208e-08","answer_rt_lmm","NA","0.0628082132164989","0.134047977879264"
"conditionzero_gravity:velocity_f5","0.120926402955635","0.0182203254099593","6.63689589701489","3.20357731094501e-11","answer_rt_lmm","NA","0.0852145651521149","0.156638240759155"
